tanggal,nilai,komoditas,satuan,sektor
2017-04-01,34028.6,Cabai Merah,(Rp/kg),Hortikultura
2017-05-01,34736.24,Cabai Merah,(Rp/kg),Hortikultura
2017-06-01,33322.72,Cabai Merah,(Rp/kg),Hortikultura
2017-07-01,33750.66,Cabai Merah,(Rp/kg),Hortikultura
2017-08-01,34613.51,Cabai Merah,(Rp/kg),Hortikultura
2017-09-01,34994.61,Cabai Merah,(Rp/kg),Hortikultura
2017-10-01,35663.56,Cabai Merah,(Rp/kg),Hortikultura
2017-11-01,36227.86,Cabai Merah,(Rp/kg),Hortikultura
2017-12-01,36963.73,Cabai Merah,(Rp/kg),Hortikultura
2018-01-01,25915.53,Cabai Merah,(Rp/kg),Hortikultura
2018-02-01,26281.92,Cabai Merah,(Rp/kg),Hortikultura
2018-03-01,27066.05,Cabai Merah,(Rp/kg),Hortikultura
2018-04-01,27059.53,Cabai Merah,(Rp/kg),Hortikultura
2018-05-01,26238.87,Cabai Merah,(Rp/kg),Hortikultura
2018-06-01,25444.81,Cabai Merah,(Rp/kg),Hortikultura
2018-07-01,25746.01,Cabai Merah,(Rp/kg),Hortikultura
2018-08-01,25425.1,Cabai Merah,(Rp/kg),Hortikultura
2018-09-01,25004.41,Cabai Merah,(Rp/kg),Hortikultura
2018-10-01,25393.71,Cabai Merah,(Rp/kg),Hortikultura
2018-11-01,25001.71,Cabai Merah,(Rp/kg),Hortikultura
2018-12-01,24679.45,Cabai Merah,(Rp/kg),Hortikultura
2019-01-01,24541.45,Cabai Merah,(Rp/kg),Hortikultura
2019-02-01,23758.61,Cabai Merah,(Rp/kg),Hortikultura
2019-03-01,24176.52,Cabai Merah,(Rp/kg),Hortikultura
2019-04-01,24617.36,Cabai Merah,(Rp/kg),Hortikultura
2019-05-01,25972.64,Cabai Merah,(Rp/kg),Hortikultura
2019-06-01,27181.35,Cabai Merah,(Rp/kg),Hortikultura
2019-07-01,28623.22,Cabai Merah,(Rp/kg),Hortikultura
2019-08-01,30253.97,Cabai Merah,(Rp/kg),Hortikultura
2019-09-01,29472.53,Cabai Merah,(Rp/kg),Hortikultura
2019-10-01,29049.31,Cabai Merah,(Rp/kg),Hortikultura
2019-11-01,27962.06,Cabai Merah,(Rp/kg),Hortikultura
2019-12-01,26583.46,Cabai Merah,(Rp/kg),Hortikultura
2020-01-01,27383.11,Cabai Merah,(Rp/kg),Hortikultura
2020-02-01,28594.36,Cabai Merah,(Rp/kg),Hortikultura
2020-03-01,26772.38,Cabai Merah,(Rp/kg),Hortikultura
2020-04-01,25560.48,Cabai Merah,(Rp/kg),Hortikultura
2020-05-01,24026.72,Cabai Merah,(Rp/kg),Hortikultura
2020-06-01,23899.15,Cabai Merah,(Rp/kg),Hortikultura
2020-07-01,24526.27,Cabai Merah,(Rp/kg),Hortikultura
2020-08-01,25125.34,Cabai Merah,(Rp/kg),Hortikultura
2020-09-01,25831.39,Cabai Merah,(Rp/kg),Hortikultura
2020-10-01,27131.77,Cabai Merah,(Rp/kg),Hortikultura
2020-11-01,27755.78,Cabai Merah,(Rp/kg),Hortikultura
2020-12-01,29087.89,Cabai Merah,(Rp/kg),Hortikultura
2009-01-01,17618.91,Cabai Rawit,(Rp/kg),Hortikultura
2009-02-01,18425.71,Cabai Rawit,(Rp/kg),Hortikultura
2009-03-01,18961.42,Cabai Rawit,(Rp/kg),Hortikultura
2009-04-01,18048.63,Cabai Rawit,(Rp/kg),Hortikultura
2009-05-01,17306.57,Cabai Rawit,(Rp/kg),Hortikultura
2009-06-01,17303.43,Cabai Rawit,(Rp/kg),Hortikultura
2009-07-01,17637.42,Cabai Rawit,(Rp/kg),Hortikultura
2009-08-01,17274.55,Cabai Rawit,(Rp/kg),Hortikultura
2009-09-01,17886.29,Cabai Rawit,(Rp/kg),Hortikultura
2009-10-01,18382.03,Cabai Rawit,(Rp/kg),Hortikultura
2009-11-01,18960.34,Cabai Rawit,(Rp/kg),Hortikultura
2009-12-01,18313.35,Cabai Rawit,(Rp/kg),Hortikultura
2010-01-01,18027.81,Cabai Rawit,(Rp/kg),Hortikultura
2010-02-01,18058.91,Cabai Rawit,(Rp/kg),Hortikultura
2010-03-01,17944.09,Cabai Rawit,(Rp/kg),Hortikultura
2010-04-01,18010.57,Cabai Rawit,(Rp/kg),Hortikultura
2010-05-01,18054.75,Cabai Rawit,(Rp/kg),Hortikultura
2010-06-01,18199.2,Cabai Rawit,(Rp/kg),Hortikultura
2010-07-01,20777.1,Cabai Rawit,(Rp/kg),Hortikultura
2010-08-01,19405.32,Cabai Rawit,(Rp/kg),Hortikultura
2010-09-01,20128.53,Cabai Rawit,(Rp/kg),Hortikultura
2010-10-01,19433.73,Cabai Rawit,(Rp/kg),Hortikultura
2010-11-01,19810.11,Cabai Rawit,(Rp/kg),Hortikultura
2010-12-01,20795.2,Cabai Rawit,(Rp/kg),Hortikultura
2011-01-01,25190.55,Cabai Rawit,(Rp/kg),Hortikultura
2011-02-01,26777.27,Cabai Rawit,(Rp/kg),Hortikultura
2011-03-01,25134.08,Cabai Rawit,(Rp/kg),Hortikultura
2011-04-01,23704.21,Cabai Rawit,(Rp/kg),Hortikultura
2011-05-01,22694.05,Cabai Rawit,(Rp/kg),Hortikultura
2011-06-01,21821.71,Cabai Rawit,(Rp/kg),Hortikultura
2011-07-01,21550.47,Cabai Rawit,(Rp/kg),Hortikultura
2011-08-01,21838.19,Cabai Rawit,(Rp/kg),Hortikultura
2011-09-01,22170.6,Cabai Rawit,(Rp/kg),Hortikultura
2011-10-01,23106.95,Cabai Rawit,(Rp/kg),Hortikultura
2011-11-01,23952.19,Cabai Rawit,(Rp/kg),Hortikultura
2011-12-01,23696.56,Cabai Rawit,(Rp/kg),Hortikultura
2012-01-01,23555.08,Cabai Rawit,(Rp/kg),Hortikultura
2012-02-01,23290.76,Cabai Rawit,(Rp/kg),Hortikultura
2012-03-01,23251.43,Cabai Rawit,(Rp/kg),Hortikultura
2012-04-01,23272.28,Cabai Rawit,(Rp/kg),Hortikultura
2012-05-01,23319.51,Cabai Rawit,(Rp/kg),Hortikultura
2012-06-01,23227.97,Cabai Rawit,(Rp/kg),Hortikultura
2012-07-01,23557.94,Cabai Rawit,(Rp/kg),Hortikultura
2012-08-01,24010.42,Cabai Rawit,(Rp/kg),Hortikultura
2012-09-01,23633.7,Cabai Rawit,(Rp/kg),Hortikultura
2012-10-01,23799.05,Cabai Rawit,(Rp/kg),Hortikultura
2012-11-01,23565.68,Cabai Rawit,(Rp/kg),Hortikultura
2012-12-01,23375.36,Cabai Rawit,(Rp/kg),Hortikultura
2013-01-01,23739.47,Cabai Rawit,(Rp/kg),Hortikultura
2013-02-01,23921.75,Cabai Rawit,(Rp/kg),Hortikultura
2013-03-01,24282.18,Cabai Rawit,(Rp/kg),Hortikultura
2013-04-01,24263.67,Cabai Rawit,(Rp/kg),Hortikultura
2013-05-01,24183.11,Cabai Rawit,(Rp/kg),Hortikultura
2013-06-01,24296.94,Cabai Rawit,(Rp/kg),Hortikultura
2013-07-01,25269.94,Cabai Rawit,(Rp/kg),Hortikultura
2013-08-01,25170.22,Cabai Rawit,(Rp/kg),Hortikultura
2013-09-01,24641.81,Cabai Rawit,(Rp/kg),Hortikultura
2013-10-01,24591.54,Cabai Rawit,(Rp/kg),Hortikultura
2013-11-01,24376.07,Cabai Rawit,(Rp/kg),Hortikultura
2013-12-01,24562.49,Cabai Rawit,(Rp/kg),Hortikultura
2014-01-01,24575.59,Cabai Rawit,(Rp/kg),Hortikultura
2014-02-01,25541.78,Cabai Rawit,(Rp/kg),Hortikultura
2014-03-01,26073.75,Cabai Rawit,(Rp/kg),Hortikultura
2014-04-01,26990.2,Cabai Rawit,(Rp/kg),Hortikultura
2014-05-01,26181.99,Cabai Rawit,(Rp/kg),Hortikultura
2014-06-01,25876.36,Cabai Rawit,(Rp/kg),Hortikultura
2014-07-01,26034.7,Cabai Rawit,(Rp/kg),Hortikultura
2014-08-01,26407.24,Cabai Rawit,(Rp/kg),Hortikultura
2014-09-01,26826.91,Cabai Rawit,(Rp/kg),Hortikultura
2014-10-01,27231.35,Cabai Rawit,(Rp/kg),Hortikultura
2014-11-01,28211.31,Cabai Rawit,(Rp/kg),Hortikultura
2014-12-01,29993.15,Cabai Rawit,(Rp/kg),Hortikultura
2015-01-01,30171.92,Cabai Rawit,(Rp/kg),Hortikultura
2015-02-01,28981.26,Cabai Rawit,(Rp/kg),Hortikultura
2015-03-01,28973.63,Cabai Rawit,(Rp/kg),Hortikultura
2015-04-01,28177.63,Cabai Rawit,(Rp/kg),Hortikultura
2015-05-01,27959.17,Cabai Rawit,(Rp/kg),Hortikultura
2015-06-01,28559.61,Cabai Rawit,(Rp/kg),Hortikultura
2015-07-01,28459.52,Cabai Rawit,(Rp/kg),Hortikultura
2015-08-01,29795.12,Cabai Rawit,(Rp/kg),Hortikultura
2015-09-01,29604.43,Cabai Rawit,(Rp/kg),Hortikultura
2015-10-01,28384.43,Cabai Rawit,(Rp/kg),Hortikultura
2015-11-01,28669,Cabai Rawit,(Rp/kg),Hortikultura
2015-12-01,29753.59,Cabai Rawit,(Rp/kg),Hortikultura
2016-01-01,29259.06,Cabai Rawit,(Rp/kg),Hortikultura
2016-02-01,29019.37,Cabai Rawit,(Rp/kg),Hortikultura
2016-03-01,30321.65,Cabai Rawit,(Rp/kg),Hortikultura
2016-04-01,28915.66,Cabai Rawit,(Rp/kg),Hortikultura
2016-05-01,28183.22,Cabai Rawit,(Rp/kg),Hortikultura
2016-06-01,27933.58,Cabai Rawit,(Rp/kg),Hortikultura
2016-07-01,28037.63,Cabai Rawit,(Rp/kg),Hortikultura
2016-08-01,29012.12,Cabai Rawit,(Rp/kg),Hortikultura
2016-09-01,28916.26,Cabai Rawit,(Rp/kg),Hortikultura
2016-10-01,28660.39,Cabai Rawit,(Rp/kg),Hortikultura
2016-11-01,29822.92,Cabai Rawit,(Rp/kg),Hortikultura
2016-12-01,30250.7,Cabai Rawit,(Rp/kg),Hortikultura
2017-01-01,38391.49,Cabai Rawit,(Rp/kg),Hortikultura
2017-02-01,40434.02,Cabai Rawit,(Rp/kg),Hortikultura
2017-03-01,39690.68,Cabai Rawit,(Rp/kg),Hortikultura
2017-04-01,37465.77,Cabai Rawit,(Rp/kg),Hortikultura
2017-05-01,36243.07,Cabai Rawit,(Rp/kg),Hortikultura
2017-06-01,34656.65,Cabai Rawit,(Rp/kg),Hortikultura
2017-07-01,34776.75,Cabai Rawit,(Rp/kg),Hortikultura
2017-08-01,33799.1,Cabai Rawit,(Rp/kg),Hortikultura
2017-09-01,33097.76,Cabai Rawit,(Rp/kg),Hortikultura
2017-10-01,32778.21,Cabai Rawit,(Rp/kg),Hortikultura
2017-11-01,32729.78,Cabai Rawit,(Rp/kg),Hortikultura
2017-12-01,33313.9,Cabai Rawit,(Rp/kg),Hortikultura
2018-01-01,29908.71,Cabai Rawit,(Rp/kg),Hortikultura
2018-02-01,29837.9,Cabai Rawit,(Rp/kg),Hortikultura
2018-03-01,30526.82,Cabai Rawit,(Rp/kg),Hortikultura
2018-04-01,30080.8,Cabai Rawit,(Rp/kg),Hortikultura
2018-05-01,28816.47,Cabai Rawit,(Rp/kg),Hortikultura
2018-06-01,28552.44,Cabai Rawit,(Rp/kg),Hortikultura
2018-07-01,29664.24,Cabai Rawit,(Rp/kg),Hortikultura
2018-08-01,29662.05,Cabai Rawit,(Rp/kg),Hortikultura
2018-09-01,28766.33,Cabai Rawit,(Rp/kg),Hortikultura
2018-10-01,29135.68,Cabai Rawit,(Rp/kg),Hortikultura
2018-11-01,28605.17,Cabai Rawit,(Rp/kg),Hortikultura
2018-12-01,28838.38,Cabai Rawit,(Rp/kg),Hortikultura
2019-01-01,29130.67,Cabai Rawit,(Rp/kg),Hortikultura
